Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8551,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0,0.01,0.16
8553,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0,0,0.16
8558,Eragon,DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,0.16
8562,Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16
8565,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0,0.02,0.16
8567,TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0,0.01,0.16
8570,Robots,GC,2005,Action,Vivendi Games,0.12,0.03,0,0,0.16
8572,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16
8574,Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16
8579,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0,0,0.16,0,0.16
8581,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0,0,0.16
8583,Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0,0,0.16
8584,Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,0.13,0.03,0,0,0.16
8585,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,0.13,0.03,0,0,0.16
8587,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,0.13,0.03,0,0,0.16
8589,Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0,0,0.16
8592,Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0,0,0.16
8597,Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16
8602,Black & Bruised,PS2,2003,Fighting,Vivendi Games,0.08,0.06,0,0.02,0.16
8606,TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0.01,0,0.01,0.16
8613,Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0,0,0.01,0.16
8614,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16
8615,SpongeBob's Truth or Square,DS,2009,Action,THQ,0.08,0.07,0,0.01,0.16
8618,Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02,0.16
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01,0.16
8628,Burger Island,DS,2008,Action,Destineer,0.15,0,0,0.01,0.16
8629,Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.16
8631,Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.15,0,0,0.01,0.16
8633,LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0,0.14,0,0.02,0.16
8634,Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0,0.09,0.01,0.16
8641,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,0.16,0,0.16
8648,Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,0.16
8654,Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.03,0.16
8657,Power Rangers Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.16
8663,Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,0.16
8664,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
8665,Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0,0.02,0.16
8669,StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,0.16
8675,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02,0.16
8682,Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,0.15,0,0,0.01,0.16
8683,WWE '13,Wii,2012,Action,THQ,0.12,0.02,0,0.01,0.16
8685,Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0,0.01,0.16
8689,Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16
8692,Infected,PSP,2005,Shooter,THQ,0.14,0,0,0.01,0.16
8693,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0,0.02,0.16
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16
8700,Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0,0.03,0.16
8701,Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.06,0,0.02,0.16
8703,Space Camp,DS,2009,Action,Activision,0.14,0,0,0.01,0.16
8706,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0,0,0.16,0,0.16
8707,Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0,0.01,0.16
8708,Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16
8709,Jurassic Park: The Game,X360,N/A,Action,Unknown,0.15,0,0,0.01,0.16
8710,He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,0.11,0.04,0,0,0.16
8714,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16
8716,Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.16
8721,Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15
8723,Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.11,0.04,0,0,0.15
8727,F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15
8729,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15
8732,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.05,0,0.02,0.15
8736,Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0,0,0.01,0.15
8737,Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15
8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
8760,Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0,0,0.15
8764,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15
8766,Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01,0.15
8767,Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.06,0.02,0.02,0.15
8770,Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0,0.01,0.15
8771,The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0,0.01,0.15
8773,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15
8776,Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15
8777,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15
8782,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0,0,0.01,0.15
8783,Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0,0.15
8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0,0.01,0.15
8794,The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15
8795,Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15
8796,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15
8804,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0,0.01,0.15
8806,Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.06,0,0.02,0.15
8807,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15
8808,Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.15
8809,GoldenEye 007 (2010),DS,2010,Action,Activision,0.11,0.03,0,0.01,0.15
8810,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8811,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15
8813,Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15
8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15
8816,Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15
8818,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15
8820,Killer7,GC,2005,Action,Capcom,0.12,0.03,0,0,0.15
8825,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15
8830,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15
8833,Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15
8838,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15
8839,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0,0.01,0.15
8841,Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.15
8842,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15
8845,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0,0.09,0.04,0.02,0.15
8846,Terraria,PC,2011,Action,Unknown,0,0.13,0,0.02,0.15
8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15
8855,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.09,0.04,0,0.03,0.15
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.15
8860,History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15
8866,Dark Rift,N64,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15
8869,Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,0.15
8871,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01,0.15
8872,Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15
8878,Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,0.15
8879,BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15
8881,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15
8882,Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15
8884,Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15
8885,X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15
8887,Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.15
8891,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0,0.01,0.15
8895,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8897,Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15
8902,Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
8904,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0,0,0.15
8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15
8908,Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15
8910,Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0,0.15
8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8912,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
8921,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15
8922,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15
8923,Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,0.11,0.03,0,0,0.15
8933,Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.06,0,0.01,0.15
8935,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0,0,0.01,0.15
8937,Batman Begins,GC,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15
8939,Yakuza: Ishin,PS4,2014,Action,Sega,0,0,0.15,0,0.15
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.15,0,0,0,0.15
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,0.15,0,0.15
8954,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.15
8955,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15
8958,Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0,0,0.01,0.15
8962,Alien: Isolation,PC,2014,Shooter,Sega,0,0.13,0,0.01,0.15
8970,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15
8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15
8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
8988,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
8990,Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15
8991,Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0,0.13,0,0.02,0.15
8992,Elf: The Movie,GBA,2004,Action,Crave Entertainment,0.1,0.04,0,0,0.15
8993,Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.13,0,0.01,0.01,0.15
8996,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0,0.01,0.14
9001,Barbarian,PS2,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14
9003,Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.14
9013,Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14
9014,Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0,0.02,0.14
9018,Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0,0.02,0.14
9019,The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9020,Kung Fu Panda 2,Wii,2011,Action,THQ,0.08,0.05,0,0.01,0.14
9026,Haunted House,Wii,2010,Action,Atari,0.13,0,0,0.01,0.14
9027,Ratatouille,GC,2007,Action,THQ,0.11,0.03,0,0,0.14
9028,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14
9031,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,0.14,0,0.14
9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0,0.01,0.14
9036,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14
9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0,0.11,0,0.03,0.14
9040,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9044,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0,0.01,0.14
9047,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9048,ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.03,0.14
9050,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0,0,0.14,0,0.14
9051,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0,0.01,0.14
9056,Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0,0,0.01,0.14
9059,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14
9064,The Orange Box,PC,2007,Shooter,Electronic Arts,0,0.11,0,0.03,0.14
9066,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14
9069,Power Stone,DC,1998,Fighting,Eidos Interactive,0,0,0.14,0,0.14
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14
9077,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01,0.14
9082,Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0,0.01,0.14
9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0,0,0.14
9088,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14
9090,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9094,Okami,PS3,2012,Action,Capcom,0,0,0.14,0,0.14
9095,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0,0,0.14,0,0.14
9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14
9098,Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0,0.01,0.13,0,0.14
9099,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0,0,0.14,0,0.14
9107,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14
9108,Krull,2600,1982,Action,Atari,0.13,0.01,0,0,0.14
9111,Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.14
9113,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14
9114,Watch Dogs,WiiU,2014,Action,Ubisoft,0.08,0.05,0,0.01,0.14
9120,Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01,0.14
9121,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0,0,0.14
9122,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0,0,0.14
9128,Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0,0.12,0,0.02,0.14
9133,Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02,0.14
9135,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14
9138,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14
9141,X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14
9143,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14
9145,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14
9146,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.14
9153,WCW Backstage Assault,N64,N/A,Action,Unknown,0.11,0.03,0,0,0.14
9157,Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0,0,0.14
9159,Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.02,0.14
9160,Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,0.14,0,0.14
9162,The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0,0.02,0.14
9164,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9166,Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,0.14,0,0.14
9172,Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0,0,0.14,0,0.14
9175,Robots,DS,2005,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9176,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,0.14,0,0.14
9177,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0,0,0.14
9178,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0,0.01,0.14
9179,Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9182,Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0,0,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0.14,0,0.14
9194,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0,0.14
9195,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.01,0.14
9198,The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0,0.14
9201,The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.01,0.14
9202,Create,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14
9205,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.08,0.04,0,0.01,0.14
9208,Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.14
9212,Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.06,0.06,0,0.03,0.14
9213,Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14
9219,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14
9227,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,0.01,0.13,0,0.14
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.04,0.1,0,0.14
9239,X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
9241,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14
9243,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14
9252,Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.09,0,0.01,0.14
9255,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0,0.01,0.14
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
9258,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14
9262,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14
9263,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14
9265,Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.02,0,0.01,0.14
9268,Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0,0.01,0.14
9301,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0,0,0.14
9302,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
9305,Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
9306,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14
9307,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9313,Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,0,0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14
9319,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.11,0.01,0,0.01,0.14
9320,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.14
9326,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14
9328,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14
9332,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13
9337,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13
9339,Medalot 7,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13
9340,Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0,0.01,0.13
9347,Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13
9348,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0,0,0.13,0,0.13
9353,Blade II,XB,2002,Action,Activision,0.1,0.03,0,0,0.13
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0,0.02,0.13
9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9371,Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.03,0,0.01,0.13
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13
9373,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.01,0.13
9374,WipeOut 3 The Game,WiiU,2012,Action,Activision,0.12,0,0,0.01,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0,0,0.01,0.13
9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
